,NO,EN
107,"PFU behandler klager mot trykte medier, radio, tv og stoff på nett.","PFU deals with complaints against printed media, radio, TV and material online."
108,"Mye av det som publiseres på nettet, blir imidlertid ikke redigert og kontrollert på samme måte. ","However, much of what is published online is not edited and controlled in the same way."
109,Personlige meninger og falske nyheter kan presenteres som fakta. ,Personal opinions and fake news can be presented as facts.
110,Derfor er det viktig å tenke seg om to ganger og sjekke kildene.,"Therefore, it is important to think twice and check the sources."
111,EN ANNEN VERDEN,Another world
112,Noen ungdommer sitter time etter time med dataspill.,Some young people sit hour after hour with computer games.
113,World of Warcraft og Fortnite er eksempler på spill som samler millioner av spillere på nettet. ,World of Warcraft and Fortnite are examples of games that raise millions of players online.
114,Foreldrene synes ofte slik spilling er bortkastet tid. ,The parents often think such gaming is a waste of time.
115,Men mange foreldre forandret mening da de leste denne artikkelen:,But many parents changed their minds when they read this article:
116,Et liv på nettet,A life online
117,Foreldrene trodde sønnen levde et ensomt liv foran pc-en.,The parents thought the son lived a lonely life in front of the PC.
118,"Men da Mats døde, tente venner over hele Europa lys for ham. ","But when Mats died, friends all over Europe lit candles for him."
119,"Mats ble født med en alvorlig muskelsykdom, som gjorde ham stadig sykere. ","Mats was born with a severe muscle disease, which made him more and more."
120,"Han satt i rullestol og var sjelden ute, men PC-spilling var noe han kunne drive med. ","He sat in a wheelchair and was rarely out, but PC playing was something he could do."
121,Online PC-spilling fikk en stor plassi livet hans. ,Online PC playing got a big place his life.
122,25 år gammel døde Mats av sykdommen.,25 years old died Mats from the disease.
123,I bisettelsen hans kom det mennesker familien ikke kjente.,"In his funeral, what people came from the family did not know."
124,"Mats hadde knapt vært ute av huset de siste årene, så hvem var disse menneskene? ","Mats had barely been out of the house in recent years, so who were these people?"
125,"De var både unge og eldre, og av begge kjønn. ","They were both young and old, and of both genders."
126,De kom fra forskjellige land i Europa. ,They came from different countries in Europe.
127,"En av dem holdt en minnetale i kapellet, og fortalte at akkurat nå tente online-spillere over hele Europa lys for Mats.","One of them held a memorial speech in the chapel, and said that right now online players all over Europe lighted candles for Mats."
128,"Mens vi er samlet her i dag, tennes det lys for Mats i et klasserom i Nederland. ","While we are gathered here today, there is light for Mats in a classroom in the Netherlands."
129,"I et callsenter i Irland brenner det et lys, iet bibliotek i Sverige blir det tent et lys, han minnes i en liten frisørsalong i Finland. ","In a call center in Ireland it burns a light, Iet library in Sweden is lit a candle, he remembers in a small hair salon in Finland."
130,"Over hele Europa minnes Mats, av mange flere enn de som hadde anledning til å komme hit i dag.","All over Europe, Mats recalls many more than those who had the opportunity to come here today."
131,Disse menneskene kjente Mats som en karakter og deltaker i dataspill. ,These people knew Mats as a character and participant in computer games.
132,I spillet var Mats som alle andre. ,In the game was Mats like everyone else.
133,Gjennom avataren sin var han fri. ,Through his avatar he was free.
134,Nettsamfunnet ble hans sosiale verden.,The online community became his social world.
135,"Der møtte han jenter, der var han en som støttet andre som hadde det vanskelig. ","There he met girls, where he was one who supported others who had a hard time."
136,I denne digitale verdenen fikk han nære venner.,In this digital world he made close friends.
137,Faren til Mats forteller:,The father of Mats says:
138,"Mens han levde, trodde vi Mats levde et ensomt liv. ","As he lived, we thought Mats lived a lonely life."
139,Vi var triste fordi han ikke kunne ta del i samfunnet. ,We were sad because he couldn't take part in society.
140,Fordi han ikke kunne bidra. ,Because he couldn't contribute.
141,Han satt foran pc-en til langt på natt og sov ofte til langt på dag. ,He sat in front of the PC until far into the night and often slept until far into the day.
142,"Men da han døde, skjønte vi at vi hadde tatt feil.","But when he died, we realized we had been wrong."
143,Han hadde hatt mange gode venner på nettet. ,He had had many good friends online.
144,Folk brydde seg så mye om ham at de ville fly fra et annet land for å være med i bisettelsen hans.,People cared so much about him that they would fly from another country to join his funeral.
145,Det var sterkt å høre. ,It was strong to hear.
146,"Vi gråt av sorg over at Mats var død, men også av glede over at han hadde levd et rikere, fullere liv enn vi hadde trodd.","We cried with sadness that Mats was dead, but also with the joy that he had lived a richer, fuller life than we had thought."
147,FJÆRA SOM BLE TIL FEM HØNS,The shoreline that turned into five chickens
148,Ei høne satt og plukket seg og mistet ei fjær.,A hen sat and lost a feather.
149,"Der falt den, sa hun. ","There it fell, she said."
150,"Jo mer jeg plukker meg, jo penere blir jeg!","The more I pick myself, the nicer I get!"
151,"Hun mente det mest som en spøk, for hun var ei munter høne. ","She thought it mostly as a joke, because she was a cheerful hen."
152,Så sovnet hun.,Then she fell asleep.
153,Ei av de andre hønene hvisket i mørket til høna som satt ved siden av henne:,One of the other chickens whispered in the dark to the chicken sitting next to her:
154,Hørte du det? ,Did you hear it?
155,Det er ei høne som vil plukke fjærene av seg for å bli pen. ,There is a hen that will pick the feathers off to get pretty.
156,"Hvis jeg var hanen, ville jeg forakte henne.",If I was the male I would despise her.
157,Utenfor hønsehuset satt det en hel uglefamilie.,Outside the chicken house was a whole owl family.
158,"De hadde gode ører i den familien, og de hørte hvert ord som nabohønene sa.","They had good ears in that family, and they heard every word as the neighboring chickens said."
159,"Man skal høre mye før ørene faller av, sa uglemor.","One should hear a lot before your ears fall off, said Uglemma."
160,Hørte dere det? ,Did you hear it?
161,Det er ei av hønene som plukker alle fjærene av seg og lar hanen se det. ,It is one of the chickens that picks all the feathers and lets the male see it.
162,"Jeg må fortelle det til nabouglene, sa hun, og så fløy hun av gårde.","I have to tell it to the neighboring owls, she said, and then she flew away."
163,Og uglene satt der og tutet:,And the owls sat there and the spout:
164,"Har dere hørt det, har dere hørt det? ","Have you heard it, have you heard it?"
165,Det er ei høne som har plukket alle fjærene av seg for hanens skyld. ,It is a hen that has picked all the feathers for the sake of the male.
166,"Hun fryser i hjel, hvis hun da ikke allerede er død.","She freezes to death, if she is not already dead."
167,Duene på naboens gård hørte alt sammen. ,The pigeons on the neighbor's farm heard everything.
168,Hvor? Hvor? kurret de.,Where?Where?they chained.
169,"På naboens gård, svarte ugla.","On the neighbor's farm, Ugla replied."
170,Jeg har nesten sett det selv.,I have almost seen it myself.
171,"Det er en upassende historie å fortelle, men det er helt sant.","It is an inappropriate story to tell, but it is absolutely true."
172,"Vi tror det, vi tror det, sa duene. ","We think so, we think so, said the pigeons."
173,Og de fortalte det videre:,And they told it on:
174,"Det er ei høne, ja, noen sier at det er to, som har plukket av seg alle fjærene for å vekke hanens interesse. ","It's a hen, yes, some say there are two, who have picked off all the feathers to awaken the male's interest."
175,"Det er farlige saker, man kan forkjøle seg og dø av feber, og de er døde begge to.","There are dangerous issues, you can cold and die of fever, and they are both dead."
176,"Den neste som hørte det, var en hane. ",The next one to hear it was a rooster.
177,Han fløy opp på gjerdet og galte: ,He flew up on the fence and crazy:
178,Våkn opp! Våkn opp! ,Wake up!Wake up!
179,Det er tre høner som er døde av ulykkelig kjærlighet til en hane. ,There are three chickens that have died of unhappy love for a rooster.
180,De plukket alle fjærene av seg. ,They picked all the feathers.
181,Det er en fæl historie.,It's a nasty story.
182,Jeg må fortelle den videre.,I have to tell it further.
183,Og slik fløy historien videre fra hønsehus til hønsehus.,And so the story flew from hen houses to hen houses.
184,Til slutt kom den tilbake til hønsehuset der den egentlig hadde startet:,"Finally, it returned to the hen house where it had actually started:"
185,Det er fem høner som plukket alle fjærene av seg for å vise hvem av dem som var blitt tynnest av kjærlighetssorg til hanen. ,There are five chickens that picked all the feathers to show which of them had become the thinnest by the grief of love for the male.
186,Så hakket de hverandre til blods og falt døde ned alle sammen.,Then they chopped each other to blood and fell died down all.
187,"Og høna som hadde mistet den ene fjæra, kjente naturligvis ikke sin egen historie igjen, og hun syntes det var en fryktelig historie:","And the hen that had lost one shore of course did not recognize her own story, and she thought it was a terrible story:"
188,"Jeg forakter disse hønene, så hun. ","I despise these chickens, she saw."
189,Det er en skam!,It's a shame!
190,Jeg skal gjøre mitt til at denne historien kommer i avisen og går over hele landet. ,I'm going to make this story come in the newspaper and go all over the country.
191,Det har hønene fortjent.,The chickens deserve it.
192,"Og historien kom i avisen, og den ble trykt, og det er helt sant:","And the story came in the newspaper, and it was printed, and that's absolutely true:"
193,Ei lita fjær kan bli til fem høns.,A small feather can turn into five chickens.
