,NO,EN
117,Partnerskap er en avtale som likner på ekteskap. ,Partnership is an agreement similar to marriage.
118,Fra 2009 kan homofile gifte seg på samme måte som andre. ,"From 2009, gays can get married in the same way as others."
119,De kan også adoptere barn. ,They can also adopt children.
120,"Fra 2017 kan de som ønsker det, gifte seg i kirken.","From 2017, those who want it can get married in the church."
121,"Renate, 19 år","Renate, 19 years"
122,Jeg var vel 15-16 år da det gikk opp for meg at jeg var annerledes enn venninnene mine. ,I was about 15-16 years old when it dawned on me that I was different from my girlfriends.
123,De snakket masse om gutter de var forelsket i og sånn. ,They talked a lot about boys they were in love with and that.
124,"Vi snakket en del om sex på skolen, men jeg følte meg likevel veldig usikker. ","We talked a lot about sex at school, but I still felt very insecure."
125,Jeg lurte på om det var meg det var noe galt med.,I wondered if it was me there was something wrong with.
126,På den tida var jeg mye på nettet. ,At that time I was on the web a lot.
127,"Jeg skjønte etter hvert at jeg ikke var alene, og at det var ok å være sånn som jeg er.",I realized eventually that I was not alone and that it was ok to be the way I am.
128,Etter et par år våget jeg å fortelle de beste men venninnene mine at jeg var lesbisk. ,"After a couple of years, I dared to tell the best but my girlfriends that I was a lesbian."
129,"De ble ikke så veldig overrasket, og de sa at Bester det var på tide at jeg «kom ut av skapet». ","They were not very surprised, and they said that bests it was time I ""get out of the closet""."
130,klappe Foreldrene mine tok det også rolig. ,Clapping my parents also took it calmly.
131,"De ble jeg at litt bekymret for at jeg skulle få problemer, men de støttet meg fullt ut, og sa at jeg har rett til å være meg selv.","I became that they were a little worried that I would have problems, but they fully supported me and said that I have the right to be myself."
132,Jeg gruet meg mest til å fortelle det til bestemor. ,I dreaded most to tell it to Grandma.
133,"Hun er ganske gammel, og jeg var redd for at hun ville bli lei seg. ",She's pretty old and I was afraid she would be upset.
134,Derfor var jeg veldig nervøs da jeg skulle fortelle henne at jeg hadde fått meg kjæreste. ,That's why I was very nervous when I was going to tell her that I had gotten my boyfriend.
135,"Både menneskerettighetene og norsk lov støtter meg, men hva betyr vel det sammenliknet med bestemor! ","Both human rights and Norwegian law support me, but what does it mean compared to Grandma!"
136,"Jeg stotret og stammet litt, men fikk til slutt fortalt henne at jeg har fått meg kjæreste, og at hun heter Monika.","I stuttered and stood a little, but eventually told her that I got my boyfriend and that she is called Monika."
137,"Bestemor så lenge på meg, før hun klappet meg på kinnet og sa: «Da håper jeg at Monika er en snill jente, og at du snart vil ta henne med på besøk til meg.»","Grandma so long for me, before she patted me on her cheek and said, ""Then I hope Monika is a kind girl and that you will soon take her to visit me."""
138,Mer utsatt for hets og trakassering,More prone to heat and harassment
139,Rettighetene til seksuelle minoriteter er beskyttet i loven.,The rights to sexual minorities are protected in the law.
140,Likevel opplever LHBT-personer mer hets og trakassering enn andre. ,"Nevertheless, LGBT people experience more heat and harassment than others."
141,"En undersøkelse fra Institutt for samfunnsforskning fra 2019 viser at personer som tilhører seksuelle minoriteter,","A survey from the Department of Social Research from 2019 shows that people belonging to sexual minorities,"
142,utsettes for hatefulle ytringer dobbelt så ofte som andre.,Exposed to hate speech twice as often as others.
143,"Undersøkelsen viser også at personer som tilhører flere minoritetsgrupper, for eksempel en homofil person med innvandringsbakgrunn, opplever enda mer hat enn personer som bare tilhører én minoritet.","The survey also shows that people belonging to several minority groups, such as a gay person with an immigrant background, experience even more hatred than people who only belong to one minority."
144,"(Kilde: Norges institusjon for menneskerettigheter, NIM)","(Source: Norwegian Institution of Human Rights, NIM)"
145,LHBT-personer,LGBT people
146,"(lesbiske, homofile, bifile og transpersoner) er et samlebegrep for personer som bryter med tradisjonelle kategorier for kjønn og seksualitet.","(Lesbians, gays, bisexuals and transgender people) are a collective term for people who violate traditional gender and sexual categories."
147,"Les mer om menneskerettighetene på fn.no, amnesty.no, nhri.no","Read more about the human rights at fn.no, amnesty.no, nhri.no"
148,Enig eller uenig?,Agree or disagree?
149,Alle over 15 år må få rett til å stemmeved valg.,Anyone over 15 years must be entitled to vote by elections.
150,• Det bor vare stemmeplikt med valg.,• There is a vocational duty with choices.
151,• Norge bestemmer kvinner mere enn menn.,• Norway determines women more than men.
152,"• Alle som publiserer noep å nettet, må oppgi navn.",• Anyone who publishes something to the web must provide names.
153,• Politikere må tåle litt hets.,• Politicians have to endure some heat.
154,• Rasisme finnes i alle samfunn.,• Racism is found in all communities.
155,Gruppearbeid: Menneskerettighetene,Group work: Human rights
156,• Lag en presentasjon som dere kan vise for de andre i klassen. ,• Make a presentation that you can show for the others in the class.
157,Noen av emnene dere kan ta opp:,Some of the topics you can take up:
158,Hvordan står det til med menneskerettighetene i land dere kjenner?,How about human rights in countries you know?
159,Hvilke menneskerettigheter synes dere er spesielt viktige?,What human rights do you think are particularly important?
160,Hvilke brudd på menneskerettighetene kjenner dere til?,What human rights violations do you know?
161,Hva bør gjøres?,What should be done?
162,HENRIK IBSEN OG ET DUKKEHJEM,Henrik Ibsen and a doll's home
163,Henrik Ibsen (1828-1906) er den mest kjente norske dikteren. ,Henrik Ibsen (1828-1906) is the most famous Norwegian poet.
164,"Han tok opp sentrale moralske spørsmål i stykkene sine, og i flere skuespill var han opptatt av kvinnenes stilling.","He raised key moral questions in his pieces, and in several plays he was concerned with the women's position."
165,"Best kjent er nok Et dukkehjem, som kom ut i 1879.","Best known is another doll's home, which came out in 1879."
166,"Skuespillet handler om Nora, som er gift med Torvald","The play is about Nora, who is married to Torvald"
167,Helmer og har barn med ham.,Helmer and has children with him.
168,En gang skrev Nora under en lånesøknad med sin fars navn.,"Once, Nora wrote during a loan application with her father's name."
169,Hun skrev altså falskt navn. ,So she wrote a false name.
170,Hun trengte lånet for å redde Torvalds liv. ,She needed the loan to save Torvald's life.
171,"Han var syk, og legen sa at han måtte reise bort for å bli frisk. ","He was sick, and the doctor said he had to go away to recover."
172,"Dette lånet visste ikke Torvald noe om. Men nå får han vite det, og han blir rasende. ","This loan did not know Torvald anything about.But now he gets to know it, and he gets furious."
173,"Å skrive falskt navn er en alvorlig forbrytelse, og Torvald er redd for en skandale som kan ødelegge hele karrieren hans. ","Writing false name is a serious crime, and Torvald is afraid of a scandal that can ruin his entire career."
174,"Men da det blir klart at ingen andre kommer til å få vite om Noras falske underskrift, blir han lettet og glad. ","But when it becomes clear that no one else is going to know about Nora's fake signature, he is relieved and happy."
175,"Nå kan de leve som før, mener han.","Now they can live as before, he thinks."
176,Nora skjønner at det ikke er mulig. ,Nora realizes that it is not possible.
177,"Hun har i hemmelighet arbeidet og spart penger og betalt tilbake deler av lånet, og det er hun stolt av. ","She has secretly worked and saved money and repaid parts of the loan, and she is proud of that."
178,Torvalds reaksjon viser henne at han ikke respekterer henne og ikke ser på henne som et selvstendig menneske. ,Torvald's reaction shows her that he does not respect her and does not see her as an independent human being.
179,Nå ønsker hun å følge sin egen samvittighet og gjøre det hun selv føler er riktig.,Now she wants to follow her own conscience and do what she feels is right.
180,Torvald mener at en kvinne først og fremst må tenke på sin mann og sine barn. ,Torvald believes that a woman must primarily think of her husband and children.
181,"«Du er først og fremst hustru og mor,» sier han. ","""You are primarily wife and mother,"" he says."
182,"«Det tror jeg ikke lenger på,» svarer Nora. ","""I no longer believe that,"" Nora replies."
183,«Jeg tror at jeg er først og fremst et menneske...» ,"""I think I'm first and foremost a human ..."""
184,Stykket slutter med at Nora går fra mannen og barna.,The piece ends with Nora leaving the man and the children.
185,Her kommer vi inn i scenen der Nora prøver å få Torvald til å forstå hvordan hun tenker:,Here we get into the scene where Nora tries to get Torvald to understand how she thinks:
186,(ser på klokken sin). Klokken er ennå ikke så mange. ,(Looking at his clock).It is not yet so many.
187,"Sett deg her, Torvald; vi to har mye å snakke sammen om. ","Sit here, Torvald;The two of us have a lot to talk about."
188,(Hun setter seg ved den ene siden av bordet.),(She sits at one side of the table.)
189,Nora - hva er dette her? Dette stivnede uttrykk - Sett deg ned. Det blir langt. Jeg har mye å snakke med deg om.,Nora - what's this here?This stiffened expression - sit down.It gets far.I have a lot to talk to you about.
190,(setter seg ved bordet rett overfor henne). ,(sitting at the table right opposite her).
191,"Du gjør meg engstelig, Nora. Og jeg forstår deg ikke.","You make me anxious, Nora.And I don't understand you."
192,"Nei, det er akkurat det. Du forstår meg ikke. ","No, that's just that.You don't understand me."
193,Og jeg har heller aldri forstt deg - før i kveld. ,And I have never understood you - until tonight.
194,"Nei, du skal ikke avbryte meg. Du skal bare høre på hva jeg sier.","No, don't cancel me.You just have to listen to what I'm saying."
195,"- Dette er et oppgjør, Torvald.","- This is a settlement, Torvald."
196,Hva mener du?,What do you mean?
197,(etter en kort taushet). ,(after a short silence).
198,"Er ikke én ting påfallende, slik som vi sitter her?","Isn't one thing striking, as we sit here?"
199,Hva skulle det være?,What was it going to be?
200,"Vi har nå vært gift i åtte år. Faller det deg ikke inn at det er første gang vi to, du og jeg, mann og kone, snakker alvorlig sammen?","We have now been married for eight years.Doesn't it fall into that this is the first time we two, you and I, husband and wife, talk seriously together?"
201,"Ja, alvorlig - hva vil det si?","Yes, serious - what does it mean?"
202,"I åtte samfulle år - ja lenger, - like fra vi først ble kjent, har vi to aldri snakket et alvorlig ord om alvorlige ting.","For eight times - yes anymore - just from the time we first became known, we two have never spoken a serious word about serious things."
203,Skulle jeg da idelig og alltid fortelle deg om bekymringer som du likevel ikke kunne hjelpe meg å bære?,Should I then and always tell you about worries that you still couldn't help me carry?
204,Jeg snakker ikke om bekymringer. ,I'm not talking about worries.
205,Jeg sier vi har aldri sittet i alvor sammen for å prøve å komme til bunns i noe. ,I say we have never been in earnest to try to get to the bottom of something.
206,"Men kjæreste Nora, hva ville da det ha vært for deg?","But girlfriend Nora, what would it have been for you?"
207,Der er vi ved saken. ,There we are on the matter.
208,Du har aldri forstått meg.,You never understood me.
209,"Det er øvet urett mot meg, Torvald. ","Torvald was practiced, Torvald."
210,Først av pappa og siden av deg.,First of your dad and side of you.
211,Hva! Av oss to - av oss to som har elsket deg høyere enn alle andre mennesker?,What!Of the two of us - of the two of us who have loved you higher than all other people?
212,(rister på hodet). Dere har aldri elsket meg.,(shaking his head).You have never loved me.
213,Dere har bare syntes at det var morsomt å være forelsket i meg.,You just thought it was fun to be in love with me.
214,"Men, Nora, hva er dette for ord?","But, Nora, what is this for words?"
215,"Ja, det er nå så, Torvald. ","Yes, it is so, Torvald."
216,"Da jeg var hjemme hos pappa, så fortalte han meg alle sine meninger, og så hadde jeg de samme meninger;  og hvis jeg hadde andre, så skjulte jeg det; for det ville han ikke ha likt.","When I was at my dad, he told me all his opinions, and then I had the same opinions;And if I had others, then I hid it;Because he would not have liked that."
217,"Han kalte meg sitt dukkebarn, og han lekte med meg som jeg lekte med mine dukker. ","He called me his doll child, and he played with me that I played with my dolls."
218,Så kom jeg i huset til deg -,Then I came in the house to you -
219,Hva er det for uttrykk du bruker om vårt ekteskap?,What is it for expressions you use about our marriage?
220,"(uforstyrret) Jeg mener, så gikk jeg fra pappas hender over i dine. ","(undisturbed) I mean, then I went from my dad's hands into yours."
221,"Du innrettet alle ting etter din smak, og så fikk jeg samme smak som du; eller jeg lot bare som; jeg vet ikke riktig -; ","You arranged all things to your liking, and then I got the same taste as you;Or I just pretended;I don't know correctly -;"
222,jeg tror det var begge deler; snart det ene og snart det andre.,I think it was both;Soon one and soon the other.
223,"Når jeg nå ser på det, så synes jeg at jeg har levd her som et fattig menneske - bare fra hånd til munn. ","When I look at it now, I think I've lived here as a poor human being - just from hand to mouth."
224,"Jeg har levd av å gjøre kunster for deg, Torvald. ","I have lived by doing arts for you, Torvald."
225,Men du ville jo ha det slik. ,But you wanted it that way.
226,Du og pappa har gjort stor synd mot meg. ,You and Dad have made a great sin to me.
227,Dere er skyld i at det ikke er blitt noe av meg.,You are to blame that it has not become any of me.
228,"Nora, så urimelig og utakknemlig du er! ","Nora, as unreasonable and ungrateful you are!"
229,Har du ikke vært lykkelig her?,Have you not been happy here?
230,"Nei, det har jeg aldri vært. ","No, I've never been."
231,Jeg trodde det; men jeg har aldri vært det.,I thought so;But I've never been.
232,Ikke - ikke lykkelig!,Not - not happy!
233,Nei; bare lystig. Og du har alltid vært så snill mot meg.,No;Just cheerful.And you have always been so kind to me.
234,Men vårt hjem har aldri vært annet enn en lekestue. ,But our home has never been anything but a playroom.
235,"Her har jeg vært din dukkehustru, liksom jeg hjemme var pappas dukkebarn. ","Here I have been your doll wife, like I at home were dad's dolls children."
236,"Og barna, de har igjen vært mine dukker. ","And the kids, they have again been my dolls."
237,"Jeg syntes det var fornøyelig når du tok og lekte med meg, akkurat som de syntes det var fornøyelig når jeg tok med dem. ","I thought it was enjoyable when you took and played with me, just as they thought it was enjoyable when I brought them."
238,"Det har vært vårt ekteskap, Torvald.","It has been our marriage, Torvald."
