,NO,EN
104,"«Våg å være» handler om å våge å være seg selv, og å våge å være den man virkelig er, i møtet med andre mennesker. ","""Dare to be"" is about daring to be oneself, and daring to be who you really are, in meeting other people."
105,"Dette er noe vi øver på alle sammen, til og med kongen, hele livet. ","This is something we practice on everyone, even the king, all our lives."
106,"Du er ikke alene, selv om det iblant føles sånn. ","You are not alone, even though it sometimes feels like that."
107,"Løft blikket, strekk ut hånden og be om hjelp fra et godt menneske når du ligger nede.»","Lift your eyes, stretch out the hand and ask for help from a good person when lying down. """
108,KONGENS NYTTÅRSTALE,King's New Year's speech
109,Hvert år holder kongen en nyttårstale som blir sendt på tv og i radio. ,"Every year, the king holds a New Year's speech broadcast on TV and on radio."
110,Talen som ble sendt nyttårsaften 2019 var spesiell.,The speech that was sent on New Year's Eve 2019 was special.
111,I jula tok forfatteren Ari Behn livet sitt. ,"At Christmas, the author Ari Behn took his life."
112,"Han var tidligere gift med kongens datter, og han var far til tre av kongens barnebarn. ","He was previously married to the king's daughter, and he was the father of three of the king's grandchildren."
113,I talen snakket kong Harald om det å ha det vanskelig psykisk:,"In the speech, King Harald talked about having a hard time mentally:"
114,«Av og til er ikke livet til å holde ut. ,"""Sometimes life is not to endure."
115,For enkelte blir det så mørkt at ingenting hjelper. ,"For some, it gets so dark that nothing helps."
116,Ikke engang kjærligheten til de aller nærmeste.,Not even the love of the very closest.
117,Noen ser ingen annen utvei enn å forlate livet. ,Some see no way other than leaving life.
118,"De som står igjen, må leve videre. ",Those who are left must live on.
119,Fattigere — uten den de var glad i.,Poorer - without the one they fond of.
120,Vi vet så lite om det som skal møte oss. ,We know so little about what will meet us.
121,Uvissheten gjør oss alle sårbare. ,The uncertainty makes us all vulnerable.
122,"Det beste vi kan gjøre, er å være der for hverandre, se hverandre, huske å gi hverandre de gode ordene.","The best thing we can do is be there for each other, see each other, remember to give each other the good words."
123,Og bære hverandre om det trengs.»,And carry each other if needed. ”
124,Kongen snakket også om framtida og hvilket samfunn vi ønsker oss:,The king also talked about the future and what society we want:
125,«Spørsmålet blir: Hva tjener oss mennesker og vår felles fremtid best? ,“The question becomes: What do us and our common future best serve?
126,Dette berører og opptar oss alle.,This touches and occupies us all.
127,Vi har ulike svar og kan være dypt uenige.,We have different answers and can disagree deeply.
128,Men vi må bare fortsette å søke sammen om de store spørsmålene.,But we just have to continue to apply for the big questions.
129,Rundt kjøkkenbordene. På lunsjrommene. I skoletimene. I politikken. På internasjonale arenaer. ,Around the kitchen tables.In the lunch rooms.In school hours.In politics.In international arenas.
130,For bare sammen kan vi løse dem.,For just together we can solve them.
131,Vi må leve med at vi er forskjellige.,We must live with the fact that we are different.
132,Vi må tåle ubehagelig kunnskap.,We must endure unpleasant knowledge.
133,Vi må klare å se utover vår egen lille teig.,We must be able to look beyond our own little dough.
134,Vi må tørre å innse at vårt verdensbilde kanskje ikke er det eneste rette.,We must dare to realize that our worldview may not be the only right.
135,Og vi må finne oss i å bli utfordret - ja til og med såret.,And we have to find ourselves challenged - yes even the wound.
136,Slik er det å leve sammen -— både i små og store fellesskap.»,This is how to live together - -both in small and large communities. ”
137,KORONA,Corona
138,I slutten av 2019 ble det påvist et nytt virus. ,"At the end of 2019, a new virus was detected."
139,Det var et koronavirus som ga infeksjoner i luftveiene hos mennesker.,It was a coronary virus that provided infections in the respiratory tract of humans.
140,"Sykdommen fikk navnet Covid-19, og den spredte seg raskt over store deler av verden. ","The disease was named Covid-19, and it spread quickly over much of the world."
141,"Noen av dem som ble smittet, fikk milde symptomer, mens andre ble alvorlig syke. ","Some of those infected had mild symptoms, while others became seriously ill."
142,"Tallet på døde steg raskt, og WHO (Verdens helseorganisasjon) erklærte Covid-19 for en pandemi. ","The number of dead rose rapidly, and the WHO (the World Health Organization) declared Covid-19 for a pandemic."
143,"I løpet av 2020 døde over 1,5 millioner av pandemien på verdensbasis.","During 2020, over 1.5 million of the pandemic died worldwide."
144,"Da viruset brøt ut, ble mange arbeidsplasser, som hoteller, restauranter og skoler, stengt, og mange mistet jobben sin eller ble permittert. ","When the virus broke out, many jobs, such as hotels, restaurants and schools, were closed, and many lost their jobs or were laid off."
145,"Grensene ble også stengt, slik at det ble vanskelig å reise til og fra andre land. ","The boundaries were also closed, making it difficult to travel to and from other countries."
146,"De som likevel reiste, måtte sitte i karantene i opptil ti dager. ",Those who still traveled had to sit in quarantine for up to ten days.
147,På den måten prøvde man å unngå at viruset skulle spre seg for mye.,"In this way, one tried to avoid the virus spreading too much."
148,Under koronapandemien ble vi godt kjent med fagpersoner innenfor helsesektoren. ,"During the corona pandemic, we became well acquainted with professionals in the health sector."
149,I den første fasen sto ansatte fram på tv og i aviser nesten daglig. ,"In the first phase, employees appeared on TV and in newspapers almost daily."
150,"Sammen med politikere, som statsministeren og helseministeren, informerte de om utviklingen og hva folk burde gjøre. ","Together with politicians, such as the Prime Minister and the Minister of Health, they informed about the development and what people should do."
151,"«Vask hendene, hold god avstand til hverandre og ta på dere munnbind i butikker og når dere reiser kollektivt,» var noen av de viktigste rådene. ","""Wash your hands, keep a good distance to each other and put on your mouths in stores and when you travel collectively,"" were some of the most important tips."
152,«Og ta vaksinen!» var et annet råd. ,"""And take the vaccine!""was another advice."
153,"Direktøren i Folkehelseinstituttet, Camilla Stoltenberg, ofte framme i mediene. ","The director of the Norwegian Institute of Public Health, Camilla Stoltenberg, often arrived in the media."
154,Hun understreket hvor viktig et slikt samarbeid mellom fagpersonell og politikere er. ,She emphasized how important such a collaboration between professionals and politicians is.
155,I et intervju med bladet Tara i 2020 sa hun: ,"In an interview with the magazine Tara in 2020, she said:"
156,"«Vi ser jo at de landene som så langt har lykkes best, er land der folk har høy tillit til sine politikere, der det er et tett samarbeid mellom faglige og utøvende myndigheter og medier.» ","""We see that the countries that have so far succeeded best are countries where people have high confidence in their politicians, where there is a close cooperation between professional and executive authorities and the media."""
157,"I framtida vil det bli svært viktig å samarbeide med hverandre over landegrensene, mener hun. ","In the future, it will be very important to work with each other across national borders, she believes."
158,"«Vi kan ikke ha et åpent marked, fri flyt av varer, tjenester og folk, hvis vi ikke har sterke statlige og nasjonale funksjoner som tar seg av for eksempel folkehelse. ","“We cannot have an open market, free flow of goods, services and people, if we do not have strong state and national functions that take care of, for example, public health."
159,Og det har etter min mening vært nedprioritert i lang tid i altfor mange land.»,"And in my opinion, it has been prioritized for a long time in too many countries. ”"
