,NO,EN
28,"Det kan skade både fisk og fugl, sier de.","It can damage both fish and birds, they say."
29,Jeg synes at vi må ta mer hensyn til naturen enn vi gjør.,I think we need to pay more attention to nature than we do.
30,Mange turister kommer jo til Norge fordi de vil se ren og vakker natur.,Many tourists come to Norway because they want to see pure and beautiful scenery.
31,"Her i Steinvik er det også mange turister om sommeren, og det betyr mye for Holdeplassen.","Here in Steinvik there are also many tourists in the summer, and it means a lot to the stop."
32,"Ja, da har vi enda en god grunn til å ta vare på naturen.","Yes, then we have another good reason to take care of nature."
33,INDUSTRIALISERING,Industrialization
34,På slutten av 1800-tallet var byene små. ,"At the end of the 19th century, the cities were small."
35,I 1865 hadde både Christiania (Oslo) og Bergen ca.40 000 innbyggere.,"In 1865, both Christiania (Oslo) and Bergen had about 40,000 inhabitants."
36,På denne tida økte folketallet i landet kraftig. ,"At this time, the population in the country increased sharply."
37,"Det var ikke plass til alle i jordbruket, og mange flyttet inn til byene. ","There was no room for everyone in agriculture, and many moved into the cities."
38,Mange fant arbeid i industrien. ,Many found work in the industry.
39,"Nesten 20 % av de yrkesaktive jobbet i industrien, og denne andelen økte raskt. ","Almost 20 % of the working people worked in the industry, and this proportion increased rapidly."
40,De store elvene var viktige i utviklingen av norsk industri. ,The big rivers were important in the development of Norwegian industry.
41,Omkring 1900 begynte man å produsere elektrisitet fra vannet i fossene. ,"Around 1900, electricity was being produced from the water in the waterfalls."
42,"Det ga billig energi, og da vokste det fram mange nye fabrikker.","It provided cheap energy, and then many new factories emerged."
43,"Det ble også behov for flere folk i yrker som baker, lærer, sydame, skomaker og snekker. ","There was also a need for more people in professions who bake, teacher, southern lady, shoemaker and carpenter."
44,"Likevel var det mange som ikke fant arbeid, og som valgte å emigrere til USA. ","Still, many did not find work and who chose to emigrate to the United States."
45,FORHOLDENE FOR ARBEIDERNE,The conditions for the workers
46,"Fabrikkene som vokste fram i Norge på 1800-tallet, ga arbeid",The factories that grew in Norway in the 19th century provided work
47,"til mange, men arbeidet var tungt og dårlig betalt. ","To many, but the work was heavy and poorly paid."
48,"Ofte jobbet både kvinner, menn og barn lange dager for at familien skulle klare seg. ","Often, women, men and children worked long days for the family to do well."
49,"Forholdene på mange arbeidsplasser var dårlige, og arbeidet gikk ut over helsa til arbeiderne.","The conditions in many jobs were poor, and the work went beyond the health of the workers."
50,"Arbeiderne begynte å organisere seg i fagforeninger, og den politiske makten deres økte. ","The workers began to organize themselves in trade unions, and their political power increased."
51,Kortere arbeidsdager og bedre forhold på arbeidsplassen ble viktige kampsaker.,Shorter working days and better conditions in the workplace were important martial arts.
52,"Både arbeidere og arbeidsgivere hadde sine organisasjoner, og konfliktene mellom dem kunne være harde. ","Both workers and employers had their organizations, and the conflicts between them could be hard."
53,Men gruppene var avhengige av hverandre. ,But the groups depended on each other.
54,"Arbeidsgiverne trengte arbeidere med god helse, og arbeiderne trengte arbeid. ","Employers needed workers with good health, and the workers needed work."
55,"Også staten hadde interesse av at arbeidslivet fungerte godt, og etter hvert vokste det fram et samarbeid mellom organisasjonene i arbeidslivet og staten. ","The state was also interested in working life working well, and eventually a collaboration between organizations in working life and the state emerged."
56,Dette samarbeidet bidro til at det litt etter litt ble innført forbedringer i arbeidsforholdene.,This collaboration helped to introduce improvements in working conditions.
57,Her er noen eksempler: I 1892 ble det forbudt for barn under 12 år å ha arbeid i industrien. ,Here are some examples: In 1892 it was forbidden for children under 12 to have work in the industry.
58,Barn mellom 12 og 14 år kunne arbeide inntil seks timer per dag. ,Children between the ages of 12 and 14 could work up to six hours per day.
59,Samme år fikk kvinner rett til å ha fri i seks uker etter en fødsel. ,"In the same year, women were given the right to be free for six weeks after a birth."
60,"I 1915 ble arbeidsdagen for voksne redusert til ti timer om dagen, og i 1919 ble åtte timers arbeidsdag innført. ","In 1915, the working day for adults was reduced to ten hours a day, and in 1919 eight hours of working day was introduced."
61,Utover på 1900-tallet ble det innført stadig flere trygder og rettigheter.,"Throughout the 20th century, more and more social security and rights were introduced."
62,"Etter at den andre verdenskrigen var slutt i 1945, økte produksjonen i Norge kraftig, og velstanden i landet ble større.","After the Second World War ended in 1945, production in Norway increased sharply, and prosperity in the country increased."
63,"Vi fikk lover og regler som skapte bedre forhold for vanlige folk, og i løpet av 1950- og 1960-tallet kan man si at Norge var blitt en velferdsstat. ","We were given laws and regulations that created better conditions for ordinary people, and during the 1950s and 1960s it can be said that Norway had become a welfare state."
64,I 1967 ble de fleste trygdene samlet i Folketrygden. ,"In 1967, most of the social security benefits were gathered in the National Insurance Scheme."
65,En historie fra gamle dager,A story from the old days
66,En mann forteller om hvordan det var å vare barn og fattig i siste del av 1800-tallet. ,A man talks about what it was like to last children and poor in the latter of the 19th century.
67,"Det var skoleplikt i landet, men det betydde ikke at barna slapp å arbeide:","There was a school duty in the country, but that did not mean that the children did not have to work:"
68,«Som så mange andre fattige barn måtte jeg arbeide mens jeg gikk på skolen. ,"""Like so many other poor children, I had to work while I went to school."
69,Jeg sto opp klokka fem om morgenen og gikk til fabrikken. ,I got up at five in the morning and went to the factory.
70,"Skolen begynte klokka åtte, og noen minutter før åtte løp jeg dit. ","The school started at eight, and a few minutes before eight I ran there."
71,Etter noen timer pà skolen var jeg tilbake pa fabrikken igjen og jobbet til det ble kveld.,After a few hours at the school I was back at the factory again and worked until it was evening.
72,Det var verre for broren min enn for meg. ,It was worse for my brother than for me.
73,Han jobbet om natta.,He worked at night.
74,Han var helt utslitt og sovnet med hodet på pulten med en gang han hadde satt seg ned. ,He was completely worn out and fell asleep with his head on the desk as soon as he had sat down.
75,Noen ganger snorket han så høyt at læreren måtte stoppe undervisningen og vekke ham.»,"Sometimes he snoring so loudly that the teacher had to stop teaching and wake him up. """
76,EN OLJENASJON,An oil nation
77,"Norge blir kalt en oljenasjon, og gass og olje har blitt de","Norway is called an oil nation, and gas and oil have become they"
78,viktigste eksportproduktene.,Main export products.
79,Letingen etter olje utenfor kysten begynte midt på 1960-tallet.,The search for oil off the coast began in the mid-1960s.
80,Norge hadde verken økonomi eller teknologi til å lete etter olje selv.,Norway had neither the economy nor the technology to look for oil itself.
81,"Derfor var det utenlandske selskaper som hadde ansvar for letingen,men resultatene var dårlige.","Therefore, foreign companies were responsible for the exploration, but the results were poor."
82,Etter noen år trakk det ene selskapet etter det andre seg ut.,"After a few years, one company after another pulled out."
83,I 1969 ville også det amerikanske selskapet Phillips Petroleum gi seg.,"In 1969, the American company Phillips Petroleum would also give up."
84,"Men ingen ville leie leteutstyret deres, så de bestemte seg for å gjøre et siste forsøk før de trakk seg ut.","But no one wanted to rent their exploration equipment, so they decided to make one last attempt before they pulled out."
85,"Da skjedde det! Midt ute i Nordsjøen fant de et enormt oljefelt, og det var begynnelsen på en ny industri i Norge.","Then it happened!In the middle of the North Sea they found a huge oil field, and that was the beginning of a new industry in Norway."
86,Norske politikere og fagfolk skjønte at de ikke måtte selge rettighetene til oljefunnene til store internasjonale selskaper.,Norwegian politicians and professionals realized that they did not have to sell the rights to the oil discoveries to large international companies.
87,De mente at oljen tilhørte det norske folket.,They believed that the oil belonged to the Norwegian people.
88,"Utbyggingen av oljefeltene var avhengig av utenlandske selskaper, men politikerne sørget for avtaler og skatter som sikret Norge gode inntekter.","The development of the oil fields depended on foreign companies, but the politicians provided agreements and taxes that secured Norway good revenues."
89,Litt etter litt bygde landet også opp sin egen ekspertise og dannet et statlig poljeselskap.,"Little by little, the country also built its own expertise and formed a state polish company."
90,"Olje og gassproduksjonen har gitt landet store inntekter i flere tiår, og oljenæringen gir mange arbeidsplasser.","Oil and gas production has generated large revenues for decades, and the oil industry provides many jobs."
91,Som kjent blir oljen nå også sett på som et problem.,"As is well known, the oil is now also seen as a problem."
92,"Bruk av fossil energi gir store utslipp av klimagasser, og mange mener derfor at Norge må slutte å produsere olje og gass.","The use of fossil energy produces large emissions of greenhouse gases, and many therefore believe that Norway must stop producing oil and gas."
93,De mener at vi i framtida må satse på energi som ikke forurenser.,They believe that in the future we must focus on energy that does not pollute.
94,"Andre mener at det vil være behov for olje og gass i lang tid framover, og at Norge derfor bør fortsette med produksjonen.","Others believe that oil and gas will be needed for a long time to come, and that Norway should therefore continue with production."
95,OLJEFONDET,The oil fund
96,Inntektene fra eksport av olje og gass blir plassert i et eget fond som kalles Oljefondet. ,The proceeds from the export of oil and gas are placed in a separate fund called the Oil Fund.
97,Pengene blir plassert i aksjer og eiendom i utlandet. ,The money is placed in shares and property abroad.
98,Fondet får nå en stor del av inntektene fra disse investeringene og ikke fra salg av gass og olje. ,The fund now receives a large part of these investments and not from the sale of gas and oil sales.
99,Bare en liten del av fondet (vanligvis under 3% årlig) kan brukes i statsbudsjettet. ,Only a small part of the fund (usually below 3% annually) can be used in the state budget.
100,"Fondet skal sikre verdiene for framtida, og det skal sørge for at norsk økonomi er stabil. ","The fund will secure the values for the future, and it will ensure that the Norwegian economy is stable."
101,Økonomer og politikere er enige om at staten ikke kan bruke store deler av oljefondet. ,Economists and politicians agree that the state cannot use large parts of the oil fund.
102,"Det vil skape langvarig prisøkning, i ekonomien, og verdien av krona vil inflasjon, gå ned. ","It will create a long -term price increase, in the economy, and the value of the krone will inflation."
103,"Unntak kan imidlertid gjøres i helt spesielle tilfeller, som under Covid-19-pandemien i 2020/2021. ","However, exceptions can be made in very special cases, such as during the Covid-19 pandemic in 2020/2021."
104,Da brukte regjeringen penger fra oljefondet for å redde firmaer og arbeidsplasser og sikre folk inntekt.,Then the government spent money from the Oil Fund to save companies and jobs and secure people income.
105,FREMTIDIGE YRKES ,Future occupation
106,Det er ikke lett å si hvilke yrker som vil være mest nødvendig i fremtiden.  ,It is not easy to say which professions will be most needed in the future.
107,"Mange arbeidsoppgaver vil bli automatisert, og noen mener at roboter kan ta over de fleste jobber.  ","Many tasks will be automated, and some believe that robots can take over most jobs."
108,Men det er mange typer oppgaver som ikke kan utføres av roboter.  ,But there are many types of tasks that cannot be performed by robots.
109,Innen helse og omsorg vil det være et stort behov for arbeidstakere i fremtiden.  ,"In health and care, there will be a great need for workers in the future."
110,"Forventet levealder øker, og eldreomsorgen krever varme hender og hjerter, ikke roboter.  ","Life expectancy increases, and elderly care requires hot hands and hearts, not robots."
111,Det samme gjelder innenfor utdanning.  ,The same goes for education.
112,"Selv om noe undervisning kan foregå digitalt, vil behovet for lærere i barnehage og skole være stort også i fremtiden.  ","Although some teaching can take place digitally, the need for teachers in kindergarten and school will be great in the future as well."
113,"I tillegg vil det være behov for personer med god teknologikunnskap, personer som kan utvikle nye, rene energikilder og nye produksjonsmetoder.  ","In addition, there will be a need for people with good technology knowledge, people who can develop new, clean energy sources and new production methods."
114,Det er nødvendig å gjennomføre «<det grønne skiftet».  ,"It is necessary to carry out ""<the green shift""."
115,"Fagarbeidere som rørleggere, snekkere og murere kan også regne med gode jobbmuligheter, sier de fleste ekspertene.","Professional workers such as plumbers, carpenters and masons can also count on good job opportunities, says most experts."
