,NO,EN
71,Karakterer kan være tall eller bokstaver.,Grades can be numbers or letters.
72,SKOLENS MÅL,School goals
73,En skole for alle,A school for all
74,"Et av målene for norsk skolepolitikk er at alle skal ha samme mulighet til å få utdanning, cavhengig av familiens økonomi. ","One of the goals for Norwegian school policy is that everyone should have the same opportunity to get education, the family's finances."
75,Den offentlige skolen skal være så god at det ikke er behov for privatskoler. ,The public school should be so good that there is no need for private schools.
76,På den måten kan skolen være med på å skape mindre forskjeller mellom mennesker.,"In this way, the school can help create minor differences between people."
77,"I grunnskolen går elever som er like gamle, i samme klasse, uavhengig av evner og interesser. ","In elementary school, students who are equally old, in the same class, go regardless of abilities and interests."
78,Tanken er at det er en fordel for elevene å bli vant til å samarbeide med alle.,The idea is that it is an advantage for students to get used to working with everyone.
79,"Det bidrar til å utvikle sosiale ferdigheter, og evnen til å samarbeide er viktig både i livet og i de fleste jobber.","It helps to develop social skills, and the ability to cooperate is important both in life and in most jobs."
80,Grunnleggende ferdigheter,Basic skills
81,Barn og unge går på skolen for å lære noe som kan bli nyttig for dem resten av livet.,Children and young people go to school to learn something that can be useful for them for the rest of their lives.
82,Det gjelder både faglig kunnskap og sosiale ferdigheter. ,This applies to both professional knowledge and social skills.
83,"De grunnleggende ferdighetene er lesing, skriving, regning, muntlige ferdigheter og digitale ferdigheter. ","The basic skills are reading, writing, billing, oral skills and digital skills."
84,Slike ferdigheter er nødvendige for å kunne delta i utdanning og samfunnsliv. ,Such skills are necessary to participate in education and social life.
85,Det er et mål at elevene skal lære å skaffe seg ny kunnskap selv. ,It is a goal that students learn to gain new knowledge themselves.
86,"Verden forandrer seg fort, og elevene får informasjon fra mange kanaler, særlig via internett. ","The world is changing quickly, and students receive information from many channels, especially via the Internet."
87,Derfor må de lære seg å tenke selvstendig og vurdere den informasjonen de får. ,"Therefore, they must learn to think independently and evaluate the information they receive."
88,Det er en viktig oppgave for skolen.,It is an important task for the school.
89,Tverrfaglig opplæring,Interdisciplinary training
90,Læreplanen setter også opp tverrfaglige mål for undervisningen. ,The curriculum also sets up interdisciplinary goals for teaching.
91,Elevene skal arbeide med emner som kan være aktuelle i mange fag og skoletimer. ,Students will work on topics that may be relevant in many subjects and school hours.
92,Demokrati og medborgerskap er et slikt tverrfaglig tema. ,Democracy and citizenship are such an interdisciplinary theme.
93,Skolen skal stimulere elevene til å bli aktive medborgere og gi dem kunnskaper om hva et demokratisk samfunn er.,The school will stimulate students to become active citizens and give them knowledge of what a democratic society is.
94,Elevene skal lære å mestre livet og ta vare på helsa si. ,Students will learn to master life and take care of health say.
95,"Hvis elevene lærer det, vil det ha stor betydning for folkehelsa i landet.","If students learn it, it will be of great importance for public health in the country."
96,JEG MÅ SNAKKE MED DEG,I HAVE TO TALK TO YOU
97,"Darian går i andre klasse på videregående skole, men han er mer interessert i musikk enn i skolen. ","Darian is in second grade in high school, but he is more interested in music than in school."
98,"På skolen synes han det er vanskelig å følge med, og han klarer ikke å konsentrere seg om fagene. ","At school he finds it difficult to follow, and he is unable to concentrate on the subjects."
99,"Han føler seg mer og mer nedfor, og han har lyst til å slutte. ","He feels more and more down, and he wants to quit."
100,En dag tar han mot til seg og snakker med faren sin.,One day he takes courage and talks to his father.
101,"Pappa, jeg må snakke med deg.","Dad, I have to talk to you."
102,"Ja, klart det. Er det noe i veien?",Yes of course.Is there anything in the way?
103,Det er skolen. Jeg vil slutte.,It's the school.I want to quit.
104,Hva! For noe tull!,What!Nonsense!
105,Du trenger eksamen når du skal studere etterpå.,You need the exam when studying afterwards.
106,Men jeg vil ikke studere. Jeg vil drive med musikk.,But I don't want to study.I want to do music.
107,"Musikk er en fin hobby, men det er ikke noe å leve av.","Music is a nice hobby, but there is nothing to live by."
108,Du må ta utdanning og få en god jobb.,You have to take education and get a good job.
109,Men jeg tror ikke jeg klarer eksamen på videregående.,But I don't think I can do the exam in high school.
110,Du må bare jobbe litt mer med fagene. Se på Sara.,You just have to work a little more with the subjects.Look at Sara.
111,Hun hadde ingen problemer på skolen. ,She had no problems at school.
112,Hun leste og gjorde lekser og fikk gode karakterer i alle fag.,She read and did homework and got good grades in all subjects.
113,Men jeg er ikke som henne.,But I'm not like her.
114,Hun syntes det var gøy på skolen.,She thought it was fun at school.
115,"Jeg klarer ikke å følge med. Det er bare stress, og jeg blir så sliten.",I can't keep up.It's just stress and I get so tired.
116,"Nei, dette vil jeg ikke høre mer om. ","No, I don't want to hear this anymore."
117,"Hvis du er sliten, må du kutte ut musikken og konsentrere deg om skolen.","If you are tired, you need to cut out the music and concentrate on the school."
118,LIVSLANG LÆRING,LIFELONG LEARNING
119,Pari forteller: I det siste har jeg begynt å tenke på å ta mer utdanning.,Pari tells: Lately I've started thinking about taking more education.
120,"Jeg har utdanning hjemmefra, men nå har jeg fått lyst til å lære mer. ","I have education from home, but now I have wanted to learn more."
121,Kanskje er det også lettere å få jobb her i landet hvis jeg har en norsk utdanning.,Maybe it is also easier to get a job in this country if I have a Norwegian education.
122,Samtidig føler jeg meg litt usikker. ,"At the same time, I feel a little insecure."
123,"Jeg er 47 år, og jeg er ikke sikker på hva slags utdanning som passer for meg.","I am 47 years old, and I'm not sure what kind of education is right for me."
124,Jeg er glad i språk. Kanskje kan jeg bli autorisert tolk eller oversetter? ,I love language.Maybe I can become an authorized interpreter or translator?
125,Jeg tror norsken min er god nok nå til at jeg kan klare det. ,I think my Norwegian is good enough now for me to do it.
126,"Jeg gjør en del oversettelsesarbeid, og det liker jeg godt. ","I do some translation work, and I like that."
127,Jeg vet også at det er stort behov for både tolker oversettere.,I also know that there is a great need for both interpreters.
128,Drømmen min er å få jobb som journalist. ,My dream is to get a job as a journalist.
129,"Jeg har jo lang erfaring fra å jobbe som frilans, og jeg er glad i å skrive.","I have long experience from working as a freelance, and I love writing."
130,Men jeg vet ikke hvilke kvalifikasjoner jeg må ha for å få jobb som journalist her i landet. ,But I do not know what qualifications I need to get a job as a journalist in this country.
131,"Dattera mi, Sara, sier at jeg kan prøve å gå til en karriereveileder. ","My daughter, Sara, says I can try to go to a career counselor."
132,"Da kan jeg få bedre oversikt over hva jeg kan, og hvilke muligheter jeg har. ",Then I can get a better overview of what I can and what opportunities I have.
133,"Jeg vet jo hva jeg kan, men kanskje er det lurt å snakke med noen som har god oversikt både over utdanning og arbeidsliv her i landet. ","I know what I can, but maybe it is wise to talk to someone who has a good overview of both education and working life in this country."
134,Jeg tror jeg skal prøve. Kanskje kan en flink veileder hjelpe meg å rydde opp i tankene mine.,I think I'm going to try.Maybe a good guide can help me clean up my mind.
135,"Jeg vet jo hva jeg kan, sier Pari. ","I know what I can, says Pari."
136,Er det så sikkert at vi alltid vet hva vi kan?,Is it so certain that we always know what we can?
137,"Vi får erfaringer og kunnskaper på mange måter: i familien, i fritidsaktiviteter og ved å delta i ulike organisasjoner. ","We gain experience and knowledge in many ways: in the family, in leisure activities and by participating in various organizations."
138,"Ikke minst kan vi få nyttige erfaringer når vi har ansvar for barn eller andre familiemedlemmer, eller når vi bor ulike steder.","Not least, we can gain useful experiences when we are responsible for children or other family members, or when we live in different places."
139,"Diskuter hva slags kunnskaper og ferdigheter dere har, som ikke kommer fra jobb eller utdanning.","Discuss what kind of knowledge and skills you have, which does not come from work or education."
140,Voksenopplæring,Adult education
141,Voksne kan ha rett til gratis utdanning. ,Adults may be entitled to free education.
142,Det gjelder både grunnskole og videreglende opplæring.,This applies to both primary and secondary education.
143,Mange steder finnes det egne undervisningstilbud for voksne. ,In many places there are their own teaching services for adults.
144,Det er også mulig for voksne å ta hayere utdanning på universitet og høyskole.,It is also possible for adults to take hayers education at university and college.
145,Kravet er vanligvis at man har studiekompetanse.,The requirement is usually that you have study skills.
146,Man får studiekompetanse ved å ta et studie forberedende program på videregående skole.,You get study skills by taking a study preparatory program at high school.
147,"Men selv om man ikke har utdanning fra videregående skole, er det muligheter.","But even if you do not have education from high school, there are opportunities."
148,"Hvis du er over 25 år og ikke har studie kompetanse, kan du få en vurdering av realkompetansen din. ","If you are over 25 years old and do not have a study expertise, you can get an assessment of your real competence."
149,"Da ser man på alt du har lært i livet, for eksempel gjennom utdanning, lønnet eller ulønnet arbeid, organisasjonserfaring, fritidsaktiviteter eller på andre måter.","Then you look at everything you have learned in life, for example through education, paid or unpaid work, organizational experience, leisure activities or in other ways."
150,"Realkompetanse kan gi rett til plass på universitet, høyskole eller fagskole selv om man ikke har videregående skole.","Real competence can give the right to place at university, college or vocational school even if you do not have high school."
151,"Dersom du ønsker å 15 studiekompetanse, finnes det et eget tilbud for voksne der du kan ta seks fag fra videreglende skole","If you want to 15 study skills, there is a special offer for adults where you can take six subjects from the segregate school"
152,"(norsk, engelsk, samfunnskunskap, historie, matematikk, naturfag)","(Norwegian, English, social skills, history, mathematics, science)"
153,Godkjenning av utdanning fra utlandet,Approval of education from abroad
154,Kommunen har ansvar for vurdering av grunnskoleopplæring,The municipality is responsible for assessing primary education education
155,Nokut vurderer videregående og høyere utdanning,NOKUT is considering high school and higher education
156,"Helsepersonell som leger, tannleger og sykepleiere saker autorisasjon gjennom","Healthcare professionals such as doctors, dentists and nurses are authorized through"
157,Helsedirektoratet: autorisasjon@helsedir.no. ,Directorate of Health: authorization@helsedir.no.
158,Autorisasjon betyr at man har offentlig tillatelse til å bruke en bestemt yrkestittel.,Authorization means that you have public permission to use a specific professional title.
159,Lånekassen,The loan fund
160,Statens lånekasse for utdanning kan gi lån og stipend til skolegang og studier.,The State Loan Fund for Education can provide loans and scholarships for schooling and studies.
161,"Selv om utdanningen er gratis, trenger mange lån til bolig og mat. (lånekassen.no)","Although education is free, many people need housing and food loans.(Lånskassen.no)"
162,Takker lånekassen,Thanks the Loan Fund
163,Zeshan Shakar er statsviter og forfatter. ,Zeshan Shakar is a state scientist and writer.
164,Han har fått god kritikk for bakene Tante Ulrikkes vei (2017) og Gul bok (2020). ,He has received good criticism for the Bakene Ulrikkes vei (2017) and Yellow Book (2020).
165,I bøkene forteller han om det å være minoritetsungdom i Norge.,In the books he talks about being minority youth in Norway.
166,"Selv har han vokst opp i det kan kaller «en helt vanlig arbeiderklasse», med norsk mor og pakistansk far. ","He himself grew up in it can call ""an ordinary working class"", with the Norwegian mother and Pakistani father."
167,"Foreldrene ble tidlig skilt, og økonomien var dårlig. ",The parents were divorced early and the economy was bad.
168,Likevel har både han og broren tatt høyere utdanning. ,"Nevertheless, both he and his brother have taken higher education."
169,Det takker han Lånekassen for. ,He thanks the Loan Fund for that.
170,"Uten gode stipend og lån fra Lånekassen hadde det ikke vært mulig, mener han.","Without good scholarships and loans from the Loan Fund, it would not have been possible, he believes."
