,NO,EN
37,"Holdeplassen har blitt en moteplass for folk her i Steinvik, og na har jeg nye planer. ","The stop has become a fashion place for people here in Steinvik, and now I have new plans."
38,"Jeg liker å lage mat, og derfor vil jeg utvide og lage en koselig kafe i tillegg til kiosken. ","I like to cook, which is why I want to expand and make a cozy cafe in addition to the kiosk."
39,Jeg har snakket med noen bonder i omradet og kommer til å kjope varer fra dem. ,I have talked to some farmers in the area and are going to buy goods from them.
40,"Jeg har ogsa fortalt noen av de faste kundene mine om planene mine, og nesten alle sier at deter en god idé. ","I also told some of my regular customers about my plans, and almost everyone says that it is a good idea."
41,"De vil gjerne komme og spise hos meg, sier de.","They want to come and eat with me, they say."
42,Vil du starte egen bedrift?,Want to start your own business?
43,20% av befolkningen i Norge sier at de kan tenke seg å starte for seg selv. ,20% of the population in Norway says they can start for themselves.
44,"Det viser en internasjonal undersokelse. På topp kommer India, der 56% onsker å bli gründere. ","It shows an international investigation.At the top comes India, where 56% wants to become entrepreneurs."
45,I soramerikanske land onsker 40% det samme.,"In Soramican countries, 40% want the same."
46,Stadig flere innvandrere starter egen bedrift. ,More and more immigrants are starting their own business.
47,Dette har stor betydning for lokalsamfunnet. ,This is of great importance to the local community.
48,"Hvis du vil starte for deg selv, ma du regne med hardt arbeid og lite lonn i den forste perioden. ","If you want to start for yourself, you have to count on hard work and little waiver in the first period."
49,Deter viktig å undersoke om deter et marked for de ideene du har. ,It is important to investigate about it a market for the ideas you have.
50,Hvor mange vil betale for produktet ditt?,How many will pay for your product?
51,Det kan ogsa vare fint å dele erfaringer med andre gründere eller få til et samarbeid med noen. ,It can also be nice to share experiences with other entrepreneurs or get a collaboration with someone.
52,"Hvis man er flere sammen, kan man stotte hverandre.","If you are more together, you can support each other."
53,"Det vet jeg ikke, men drommen min er å få en jobb ien internasjonal organisasjon, slik som Leger uten grenser. ","I don't know, but my dream is to get a job in an international organization, such as Doctors Without Borders."
54,De trenger farmasoyter. Det hores spennende ut.,They need pharmacies.That sounds exciting.
55,"Lykke til med eksamen, forresten. Jeg skal krysse fingrene for deg. Takk skal du ha.","Good luck with the exam, by the way.I'll cross my fingers for you.Thank you."
56,Sara sier «ha det» til Gunnar og går. ,"Sara says ""have it"" to Gunnar and goes."
57,"Pá vei ut dora moter hun Tove, en nabo. ","On the way out dora she fashes Tove, a neighbor."
58,De snakker litt sammen for Sara går hjem med sjokoladen.,They talk a little for Sara going home with the chocolate.
59,LEGER UTEN GRENSER (Medecins sans frontieres) er en noytral og uavhengig organisasjon. ,Doctors without boundaries (Medecin's Sans Frontieres) are a nytral and independent organization.
60,De gir medisinsk hjelp til mennesker i omräder med krig eller naturkatastrofer.,They provide medical help to people in the areas of war or natural disasters.
61,VERDENS BESTE BONUSMOR,The world's best bonus mother
62,"Tove er på vei hjem, men hun er sulten og stikker innom Holdeplassen forst.","Tove is on her way home, but she is hungry and stops at the stop."
63,"Hei, Tove. Hyggelig å se deg.","Hi, Tove.Nice to see you."
64,Ilike mate. Hvordan gar det?,Likewise.How are you?
65,"Takk, fint. Hva kan jeg gjore for deg?","Thanks, nice.What can I do for you?"
66,"I dag ble det ikke tid til lunsi, så jeg vil gjerne ha én - nei, tre - kanelboller.","Today there was no time for lunch, so I would like to have one - no, three - cinnamon buns."
67,Er det mye å gjore på jobben?,Is there much to do at work?
68,"Ja, denne uka har det vart hektisk, men na er det heldigvis helg.","Yes, this week it has been hectic, but now it is fortunately weekend."
69,"Har du ikke poser med ostepop? Jo, de star der borte.","Don't have bags of cheese pop?Yes, they start there."
70,"Amalie er sa glad i ostepop. Hun kommer til oss i kveld, og jeg vil gerne at hun skal fa det hun liker.","Amalie is so fond of cheese pop.She comes to us tonight, and I want her to get what she likes."
71,Er det vanskelig a vare stemor til en tenaring?,Is it difficult to take steps for a tenaring?
72,"Stort sett gar det greit, men jeg er ikke sa glad i ordet «stemor». ","Mostly it goes well, but I'm not so happy with the word ""stepmother""."
73,Jeg liker bedre ordet «bonusmor» eller «bonusmamma». ,"I like the word ""bonus mother"" or ""bonus mom""."
74,Hun har heldigvis sluttet å kalle meg «den nye dama til pappa». ,"Fortunately, she has stopped calling me ""the new lady to dad""."
75,"Deter bra, for jeg er snart 40 år og har vert «dama til Lasse» ganske lenge nå. ","It is good, because I am almost 40 years old and have been ""lady to Lasse"" for quite some time now."
76,Er hun ofte hos dere?,Is she often with you?
77,Annenhver uke. Det gar fint. Både Lasse og jeg er glad for at hun vil det.,Biweekly.It is fine.Both Lasse and I are glad she will.
78,Spiller hun fremdeles fotball? Jeg har hort at hun er ganske flink.,Does she still play football?I have heard that she is pretty good.
79,Amalie er kjempeflink. ,Amalie is great.
80,"Planen hennes er a bli profesjonell fotballspiller en dag, sier hun.","Her plan is to become a professional football player one day, she says."
81,Det kaller jeg en ambisios plan.,I call it an Ambisio's plan.
82,"Ja, men drommer og planer er bra. ","Yes, but drums and plans are good."
83,Malet mitt er å bli verdens beste bonusmamma.,My paint is to become the world's best bonus mom.
84,Ved help av litt ostepop?,By help of some cheese pop?
85,"Nettopp. Kanelbolle og ostepop. Deter en god plan, ikke sant?","Exactly.Cinnamon bowl and cheese pop.There is a good plan, right?"
86,WASIM ER BUSSIÅFOR,Wasim is Bussiåfor
87,"Jeg ønsket meg en stabil jobb, og det har jeg nå. ","I wanted a stable job, and I have that now."
88,"Jeg har gode kollegaer og er glad i å mote mennesker, sa jeg trives som bussjafor, sier Wasim Harateh (37).","I have good colleagues and love fashion people, I said like a bus, says Wasim Harateh (37)."
89,"37-åringen flyktet fra Syria forseks år siden og reiste først til Egypt og Italia, før han kom til Asker i Norge.","The 37-year-old fled from Syria for a year ago and first traveled to Egypt and Italy, before coming to Asker in Norway."
90,Idag har han kveldsvakt og skal kjøre 81-bussen mellom Radhuset i Oslo og Floysbonn i Oppegård. ,Today he has an evening watch and will run the 81 bus between Radhuset in Oslo and Floysbonn in Oppegård.
91,Han kjorer fire ganger fram og tilbake for han drar h i m klokka 01.30. ,He runs four times back and forth because he leaves H in M at 01.30.
92,Da er skiftet hans ferdig.,Then his shift is done.
93,I Syria hadde han et eget firma og drev med montering av kjøkken.,In Syria he had his own company and operated with the mounting of kitchens.
94,I Norge fant han ut at det var vanskeligå starte eget firma. ,In Norway he found that it was difficult to start his own company.
95,Derfor begynte han pa kurs for å ta førerkort for buss. ,That's why he started a course to take a driver's license for bus.
96,Jeg begynte på kurset samtidig som jeg gikk siste året på introduksjonsprogrammet for flyktninger. ,I started the course while I went to the introductory program for refugees last year.
97,"Det var vanskelig å få jobb, men sa fikk jeg en sjanse hos Omnibuss. ","It was difficult to get a job, but said I got a chance at Omnibuss."
98,Nå har jeg fast jobb og stabil inntekt. ,Now I have a permanent job and stable income.
99,"Deter jeg takknemlig for, og jeg har ingen planer om å gjøre noe annet, sier Harateh.","I am grateful for, and I have no plans to do anything else, says Harateh."
