,NO,EN
41,"Jeg elsket det, men Darian liker ikke slike organiserte aktiviteter.","I loved it, but Darian doesn't like such organized activities."
42,"Dere er så forskjellige, du og Darian.","You are so different, you and Darian."
43,"Ja, og det må vi få lov til å være. ","Yes, and we must be allowed to be."
44,"Jeg liker matematikk bedre enn han gjør, men han er mye flinkere enn meg i musikk.","I like math better than he does, but he is much better than me in music."
45,Vet du forresten hva Darian gjør når han er på klubben?,"By the way, do you know what Darian does when he is at the club?"
46,"Ja, han er med i et band, men jeg forstår ikke musikken deres.","Yes, he is in a band, but I don't understand their music."
47,"Jeg skjønner det, men de er flinke.","I understand it, but they are good."
48,"Dessuten lærer han de som er yngre, å spille.",He also teaches those who are younger to play.
49,Det visste jeg ikke.,I did not know that.
50,"Nei, men snakk mer med ham, ikke bare til ham.","No, but talk to him more, not just to him."
51,"Dere må akseptere ham slik han er, ikke prøve å forandre ham.","You must accept him the way he is, not try to change him."
52,VI KAN SNAKKE OM,We can talk about
53,"ALT, IKKE SANT? MM","Everything, right?Mm"
54,"BARE IKKE KARAKTERENE MINE, VENNER, MUSIKK, JOBB, KLÆR, FREMTIDEN ELLER PERSONLIG HYGIENE.","Just not my characters, friends, music, work, clothes, future or personal hygiene."
55,HVA MED VÆRET?,What about the weather?
56,"NIKS, IKKE DET HELLER","Nothing, not that either"
57,Fritidstilbud til nyankomne flyktninger ,Leisure services to newly arrived refugees
58,"Ida Sjølander arbeider i Redd Barna, der hun blant annet jobber med å integrere flyktninger som nettopp har kommet til Norge. ","Ida Sjølander works in Save the Children, where she works, among other things, to integrate refugees who have just come to Norway."
59,Min jobber å finne frivillige personer som kan hjelpe flyktningfamilier. ,My jobs to find volunteer people who can help refugee families.
60,"De frivillige skal informere familiene om tilbud i nærmiljøet, og de skal informere barna om hvilke organiserte fritidsaktiviteter som finnes.","The volunteers will inform the families of services in the local area, and they will inform the children about what organized leisure activities exist."
61,Hvorfor er dette viktig?,Why is this important?
62,"I Norge deltar de fleste barn i organiserte aktiviteter, og det er viktig at også nyankomne flyktningbarn får vare med. ","In Norway, most children participate in organized activities, and it is important that newly arrived refugee children are also allowed to care."
63,"Da blir det lettere for dem å få venner, de kan lære noe og føle at de behersker noe.","Then it becomes easier for them to make friends, they can learn something and feel that they master something."
64,Og hvordan arbeider de frivillige?,And how do the volunteers work?
65,"Når du er helt ny i Norge, kan det være vanskelig å finne fram. ","When you are brand new in Norway, it can be difficult to find."
66,"De frivillige snakker først med barna for å høre hva slags interesser de har, og hva de har lyst til å være med på. ",The volunteers first talk to the children to hear what kind of interests they have and what they want to be involved in.
67,"Medborgerskap, det at barna kan delta med utgangspunkt i egne interesser, er viktig.  ","Citizenship, the fact that the children can participate based on their own interests, is important."
68,"Noen har kanskje lyst til å spille på fotballaget, men andre er glad i å synge.","Some may want to play on the football team, but others love to sing."
69,"Så finner de frivillige ut hvem som tilbyr slike aktiviteter i nærmiljøet, hører om det er ledig plass og hjelper barna med å melde seg på.","Then the volunteers find out who offers such activities in the local area, hear if there is free space and helps the children sign up."
70,Mange barn er selvfølgelig usikre.,"Of course, many children are uncertain."
71,Er dette noe for meg? ,Is this something for me?
72,Kommer jeg til å trives på fotballaget? ,Are I going to enjoy the football team?
73,"De fleste steder har man derfor en prøveperiode, sånn at det er mulig å si nei etter en stund og kanskje prøve noe annet i stedet.","Therefore, in most places you have a trial period, so it is possible to say no after a while and maybe try something else instead."
74,Hvilken rolle har foreldrene?,What role do parents have?
75,De har en viktig rolle.,They play an important role.
76,De frivillige i Redd Barna viser foreldrene hvor aktivitetene er.,The volunteers in Save the Children show the parents where the activities are.
77,"Deretter må foreldrene følge opp barnet selv, og de voksne må delta på dugnader, loppemarked og liknende.    ","Then the parents must follow up the child themselves, and the adults must participate in day trips, flea market and the like."
78,Men det er jo en fin måte å bli kjent med andre foreldre på.,But it's a great way to get to know other parents.
79,BESTEFAR I BUTIKKEN,Grandpa in the store
80,En bestefar og barnebarnet hans på tre år går inn i en butikk. ,A grandfather and granddaughter of three years go into a shop.
81,Like bak dem går det en kvinne. ,Just behind them there is a woman.
82,Kvinnen ser at bestefaren strever litt med barnebarnet sitt. ,The woman sees her grandfather struggling with her grandson.
83,Gutten er vanskelig og maser om godteri og brus gjennom hele butikken.,The boy is difficult and fuss about candy and soft drinks throughout the store.
84,Hun hører at bestefaren sukker og sier:,She hears her grandfather sighs and says:
85,"Dette går bra, William. ","This is going well, William."
86,"Vi nærmer oss, det er ikke langt igjen. ","We are approaching, it's not far left."
87,Ta det helt med ro.,Take it easy.
88,"Kvinnen ser at gutten maser enda mer, men bestefar sier rolig.","The woman sees the boy even more, but Grandpa says calmly."
89,"Det går fint, William. ","It's fine, William."
90,"Det er bare snakk om noen få minutter til, så kan vi komme oss bort herfra.»","It's just a few more minutes, so we can get away from here. """
91,"De kommer endelig fram til kassa, og gutten begynner å kaste varer ut av vogna. ","They finally arrive at the cash register, and the boy starts throwing goods out of the carriage."
92,"Rolig og bestemt sier bestefar«William, William, ta det rolig, kamerat. ","Quiet and definitely, Grandpa says ""William, William, take it easy, comrade."
93,Ikke hiss deg opp. ,Don't excite.
94,Vi er straks hjemme. ,We are immediately at home.
95,"Hold deg rolig nå, William.","Stay calm now, William."
96,"Kvinnen er imponert over bestefaren, og hun følger etter ham og gutten ut av butikken. ","The woman is impressed with her grandfather, and she follows him and the boy out of the store."
97,"Den eldre mannen plasserer varene i bilen, og hun går bort til ham og sier:",The older man places the goods in the car and she goes over to him and says:
98,"Jeg vet at det ikke er min sak å bry meg, men jeg vil bare fortelle at du var så god der inne! ","I know it's not my case to care, but I just want to tell you that you were so good in there!"
99,Jeg forstår ikke hvordan du klarte å være så rolig hele tida.,I don't understand how you managed to be so calm all the time.
100,"Uansett hvor bråkete barnebarnet ditt var, så klarte du med rolig stemme å si at dette ville gå bra. ","No matter how noisy granddaughter was, you managed to say well with a quiet voice."
101,William er virkelig heldig som har en bestefar som deg.,William is really lucky to have a grandfather like you.
102,"«Takk, » svarer den gamle mannen. ","""Thanks,"" the old man replies."
103,Men det er jeg som er William. ,But I am William.
104,Den lille bortskjemte ungen heter Kevin.,The little spoiled kid is Kevin.
105,GOD BARNEOPPDRAGELSE?,Good child rearing?
106,I kiosken Holdeplassen er det mange kunder og kø foran kassa. ,In the kiosk stop there are many customers and queues in front of the cash register.
107,En far har med seg ei jente på fire år. ,A father has a girl of four years.
108,"Jenta vil ha is, men faren sier rolig at de ikke skal kjøpe is i dag. ","The girl wants ice cream, but her father says calmly that they should not buy ice cream today."
109,Det skal de kjøpe på lørdag. ,They will buy it on Saturday.
110,Fireåringen gir seg ikke. ,The four -year -old does not give up.
111,Med høy stemme forteller hun at hun VIL ha is. ,"With a loud voice, she says she wants ice cream."
112,"Faren ber dattera om å slutte å mase, og stemmen hans er ikke full så rolig lenger. ","His father asks her daughter to stop pussy, and his voice is no longer as calm anymore."
113,Men hun har absolutt ikke tenkt å slutte. ,But she certainly does not intend to quit.
114,Hun legger seg ned på gulvet og skriker. ,She lies down on the floor and screams.
115,Nå føler faren at alle ser på ham. ,Now the father feels that everyone looks at him.
116,"Han bøyer seg ned og prøver igjen å snakke til jenta, men ingenting nytter.","He bends down and tries to talk to the girl again, but nothing is useful."
117,Hun skriker enda høyere. ,She screams even higher.
118,"Til slutt gir faren opp og kjøper en is, og fireåringen går fornøyd ut sammen med ham. ","Finally, his father gives up and buys an ice cream, and the four -year -old goes out with him."
119,Kundene ser etter dem og har ulike meninger om det de nettopp så.,Customers look for them and have different opinions about what they just saw.
120,Hva slags barneoppdragelse er dette? ,What kind of child rearing is this?
121,Det er foreldrene som skal vare autoritetene i familien.,It is the parents who will last the authorities in the family.
122,"Foreldrene må sette klare grenser, ellers vil barnet ta kontrollen i familien. ","The parents must set clear boundaries, otherwise the child will take control of the family."
123,"Et barn som alltid får viljen sin, blir bortskjemt. ",A child who always gets his will is spoiled.
124,Jeg irriterer meg over voksne som alltid skal «forstå» sine barn. ,"I annoy adults who always ""understand"" their children."
125,Jeg tror barn har godt av a gjøre ting de ikke har lyst til.,I think children benefit from doing things they don't want.
126,Det gjør dem sterkere senere i livet.,It makes them stronger later in life.
127,"Jeg synes faren gjør mye riktig, selv om han gir seg til slutt. ","I think the father is doing a lot right, even though he finally gives up."
128,Det nytter ikke å bli sint eller kjefte på små barn. ,It is no use getting angry or yelling at young children.
129,"De lærer av sine foreldre, og sinte foreldre får ofte sinte barn. ","They learn from their parents, and angry parents often have angry children."
130,Faren prøver å snakke med barnet og forklare hvorfor svaret er nei.,The father tries to talk to the child and explain why the answer is no.
131,"Det som er feil, er at han gir seg og sier ja til slutt.",What is wrong is that he gives up and says yes in the end.
132,"Når et barn vet at det lønner seg å mase, vil det gjøre det neste gang også.","When a child knows that it pays to mess, it will do it next time as well."
133,Hvorfor kan ikke jenta få en is med en gang? ,Why can't the girl get an ice cream right away?
134,Hun er sikkert trøtt og sliten etter en lang dag i barnehagen.,She is probably tired and tired after a long day in kindergarten.
135,Må vi voksne alltid være så prinsippfaste? ,Do we adults always have to be so principled?
136,Noen ganger kan barnet få viljen sin uten at det blir en stor konflikt.,Sometimes the child can get his will without a major conflict.
137,"Barn er barn, og de klarer ikke å kommunisere slik som vi voksne kan. ","Children are children, and they are unable to communicate as we adults can."
138,Derfor reagerer de med gråt eller sinne. ,"Therefore, they react with crying or anger."
139,Da er det viktig å vise at vi elsker dem og forstår at de kan vare slitne og trøtte. ,Then it is important to show that we love them and understand that they can last tired and tired.
140,"Et barn som mater mye kjærlighet, også når det har en dårlig dag, blir et lykkelig barn.","A child who feeds a lot of love, even when it has a bad day, becomes a happy child."
141,TOVE JOBBER I BARNEVERNET,Tove works in child welfare service
142,"Tove, samboeren til Lasse, jobber i barnevernet. ","Tove, Lasse's cohabitant, works in child welfare."
143,En dag kommer Amalie hjem fra skolen. ,One day Amalie comes home from school.
144,Hun er lei seg og gråter.,She's upset and cries.
145,Hun forteller at de snakket om barnevernet på skolen i dag.,She says they talked about child welfare at school today.
146,Noen av jentene i klassen var veldig kritiske og mente at barnevernet dro hjem til folk og tok barna fra foreldrene uten grunn. ,Some of the girls in the class were very critical and believed that the child welfare went home to people and took the children from their parents for no reason.
147,"Amalie protesterte og sa at det ikke var sånn, og hun fortalte at Tove jobbet i barnevernet. ","Amalie protested and said it wasn't like that, and she told Tove to work in child welfare."
148,"Nå har hun fått negative meldinger på mobilen, og hun vet ikke hva hun skal gjøre.","Now she has received negative messages on her cellphone, and she does not know what to do."
149,Tove bestemmer seg for å snakke med læreren til Amalie.,Tove decides to talk to Amalie's teacher.
150,"Hun ringer, og læreren vil gjerne at Tove skal komme til skolen og fortelle litt om barnevernet. ","She calls, and the teacher would like Tove to come to school and tell a little about the child welfare service."
151,Læreren sier at det er bra hvis Tove kan nyansere det bildet som noen ganger blir tegnet i mediene.,The teacher says it is good if Tove can nuance the image that is sometimes drawn in the media.
152,På skolen ønsker læreren henne velkommen. ,"At school, the teacher welcomes her."
153,"Tove håper elevene har mange spørsmål, og det har de. ","Tove hopes the students have many questions, and they have."
154,Hun forklarer først ha ordet barnevern betyr.,She explains first have the word child welfare means.
155,Hør på ordet «barnevern». ,"Listen to the word ""child welfare""."
156,Det betyr at man skal verne eller beskytte barnet. ,It means to protect or protect the child.
157,Det er barnet som står i sentrum. ,It is the child who is at the center.
158,Vår jobb er å passe på at barn og unge har det trygt og godt der de bor.,Our job is to make sure that children and young people are safe and good where they live.
159,"Der de bor, sier du. ","Where they live, you say."
160,Hvorfor er det noen barn som ikke får bo hjemme?,Why are there any children who are not allowed to stay at home?
161,"Noen ganger er hjemmet dessverre ikke tryggest eller best for barnet, og da må vi finne et tryggere og bedre sted.","Sometimes the home is unfortunately not safest or best for the child, and then we have to find a safer and better place."
162,"Det skjer hvis foreldrene ikke kan ta vare på barnet sitt, hvis de har store rusproblemer eller er voldelige. ",It happens if the parents cannot take care of their child if they have major intoxication problems or are violent.
163,Barnet blir ikke flyttet uten at det er veldig gode grunner til det.,The child is not moved without very good reasons for it.
164,Hvordan vet dere at det er en god grunn?,How do you know it's a good reason?
165,Kanskje dere misforstår situasjonen?,Maybe you misunderstand the situation?
166,"Ja, ikke sant? ",Yeah right?
167,"Foreldrene mine krangler ofte, men det betyr ikke at jeg vil ha hjelp av barnevernet.","My parents often argue, but that doesn't mean I want the help of child welfare."
168,"Nei, men det fungerer ikke sånn. ","No, but it doesn't work that way."
169,For det første må vi i barnevernet få melding om at et barn ikke har det bra hjemme. ,"First, in the child welfare service, we must be notified that a child is not doing well at home."
170,"Det kan være en melding fra skolen, fra helsesykepleier, fra en nabo - eller fra foreldrene eller barnet selv. ","It can be a message from the school, from a health nurse, from a neighbor - or from the parents or the child himself."
171,Da tar vi kontakt med familien og snakker med dem.,Then we contact the family and talk to them.
172,"I mange av tilfellene kan vi hjelpe foreldrene hvis de er i en vanskelig situasjon, slik at barnet kan bo hjemme. ","In many of the cases, we can help parents if they are in a difficult situation so that the child can stay at home."
173,Det er ofte den beste løsningen.,It is often the best solution.
174,"Ja, men noen får jo ikke bo hjemme. ","Yes, but some are not allowed to stay at home."
175,"De blir plassert i fosterhjem, og foreldrene blir kjempelei seg.","They are placed in foster homes, and the parents are huge."
176,"Ja, noen foreldre mister omsorgen for barnet sitt, og det er selvfølgelig fryktelig vondt. ","Yes, some parents lose care for their child, and of course it is terribly painful."
177,"Foreldrene er fortvilte og forteller om opplevelsene sine, men de forteller bare sin versjon. ","The parents are despairing and telling about their experiences, but they just tell their version."
178,Vi i barnevernet har taushetsplikt. ,We in the child welfare service have a duty of confidentiality.
179,"Vi har ikke lov til å uttale oss om konkrete saker, og dermed får man ikke høre om alle sider ved en sak.","We are not allowed to comment on specific cases, and thus we do not hear about all aspects of a case."
180,Betyr det at dere egentlig har rett?,Does that mean you are really right?
181,"Det er vanskelig å svare på, men vi prøver alltid å gjøre det som er best for barnet. ","It is difficult to answer, but we always try to do what is best for the child."
182,Vi vurderer mange ting for vi blir enige om hvor barnet får det best. ,We consider many things because we agree on where the child gets the best.
183,"Dere har stilt gode spørsmål, og svaret mitt er at det sjelden finnes noen enkle løsninger.","You have asked good questions, and my answer is that there are rarely any simple solutions."
184,Da vil vi takke deg for at du kom hit og fortalte litt om jobben din. ,Then we want to thank you for coming here and talking a little about your job.
185,Dette har vert interessant og lærerikt.,This has been interesting and educational.
186,Barnevernet,Child welfare
187,I 1953 fikk Norge en lov om barnevern. ,"In 1953, Norway received a law on child welfare."
188,"I loven står det at alle barn og unge har rett til gode og trygge oppvekstforhold, og at de som lever under forhold som kan skade deres helse og utvikling, skal få hjelp. ","The law states that all children and young people have the right to good and safe upbringing conditions, and that those who live under conditions that can harm their health and development should receive help."
189,"Barnevernet har plikt til å hjelpe barn som trenger det, men noen ganger får de kritikk når de flytter et barn fra foreldrene. ","The child welfare service is obliged to help children who need it, but sometimes they receive criticism when moving a child from their parents."
190,"Dette har skapt debatt, både i norske og internasjonale medier.","This has created debate, both in Norwegian and international media."
191,Norge har også blitt dømt flere ganger i EMD (Den europeiske menneskerettsdomstolen) for å ta for lite hensyn til de biologiske foreldrene og deres rettigheter. ,Norway has also been convicted several times in the EMD (the European Court of Human Rights) to pay too little attention to the biological parents and their rights.
192,"Selv om det er nødvendig å flytte et barn fra foreldrene, bor foreldrene få mer tid sammen med barnet enn de får i dag, mener EMD.","Although it is necessary to move a child from the parents, the parents live more with the child than they get today, says EMD."
193,Barn og unge forteller,Children and young people tell
194,I en rapport fra Forandringsfabrikken har 40 barn og unge fortalt om sine opplevelser med vold og overgrep og gitt rad til voksne.,"In a report from the Change Factory, 40 children and young people have talked about their experiences with violence and abuse and given a row to adults."
195,"Vi har alltid hatt vold hjemme, men vi visste ikke at det var unormalt. ","We have always had violence at home, but we did not know it was abnormal."
196,Det har vært sånn helt fra vi var bitte små.,It has been like that since we were tiny.
197,Jeg fortalte aldri. ,I never told.
198,"Pappa trua med at barnevernet var forferdelige, og at de tok barn.",Dad believed that child welfare was terrible and that they had children.
199,"Det er som å være innestengt i et rom, du får ikke puste. ","It's like being trapped in a room, you can't breathe."
200,"Sånn kjennes det å sitte i møte med mamma, stefaren min og læreren.","This is how it feels to meet with my mom, my stepfather and the teacher."
201,Du har tre personer der og veit at to av dem kommer til å slå deg helseløs når du kommer hjem.,You have three people there and know that two of them are going to hit you healthless when you get home.
202,"Barna har også mange råd til voksne, enten det er naboer, lærere eller ansatte i barnevernet.","The children also have many advice for adults, whether it is neighbors, teachers or child welfare staff."
203,"Når vi møter voksne som bryr seg og tar oss på alvor, så gjør det mye med oss. ","When we meet adults who care and take ourselves seriously, it does a lot with us."
204,"Da opplever vi at vi har verdi, og at vi fortjener å ha det godt. ",Then we feel that we have value and that we deserve to be well.
205,"Til dere som er voksne: Si ifra om dere er bekymra, men gi oss all informasjon som er viktig og nyttig for oss. ","To you who are adults: Tell you if you are worried, but give us all information that is important and useful to us."
206,"Vær åpne og ærlige, ikke gå «bak ryggen» vår, da kan alt stoppe opp. ","Be open and honest, not go ""behind our backs"", then everything can stop."
207,Vi ber dere avtale med oss hvordan ting kan og bør sies videre.,We ask you to agree with us how things can and should be said further.
